id,Cat1,Cat2,Cat3
10456440,Vin,Vin rouge,
13700479,Vin,Vin rouge,
11898240,Vin,Vin rouge,
12062081,Vin,Vin rouge,
3467,Spiritueux,Scotch et whisky,Scotch blended
12619151,Porto et vin fortifié,Vermouth,Vermouth rouge
10784144,Spiritueux,Scotch et whisky,Scotch single malt
11603350,Vin,Vin rouge,
12717463,Vin,Vin rouge,
14060952,Vin,Vin rouge,
13503900,Spiritueux,Cognac et brandy,Cognac V.S.O.P.
12258720,Saké,Saké Junmai,
12291491,Vin,Vin blanc,
13700516,Champagne et mousseux,Champagne,
13471143,Vin,Vin blanc,
14323118,Vin,Vin blanc,
11636143,Vin,Vin rouge,
14093746,Vin,Vin rouge,
13503926,Spiritueux,Cognac et brandy,Cognac X.O.
12553657,Spiritueux,Rhum,Rhum agricole
14093754,Vin,Vin rouge,
10751422,Spiritueux,Liqueur et Crème,Liqueur d'agrumes
12455361,Vin,Vin blanc,
14093762,Vin,Vin rouge,
14060995,Vin,Vin rouge,
12062145,Vin,Vin rouge,
12553665,Spiritueux,Rhum,Rhum agricole
14421447,Vin,Vin rouge,
10915271,Vin,Vin rouge,
12553673,Spiritueux,Rhum,Rhum agricole
11177418,Vin de dessert,,
11472337,Vin,Vin rouge,
13471194,Vin,Vin blanc,
13766110,Spiritueux,Scotch et whisky,Whisky canadien
11472361,Vin,Vin rouge,
14061040,Vin,Vin rouge,
11603456,Vin,Vin rouge,
12815881,Vin,Vin rouge,
12258826,Vin,Vin rouge,
14093842,Vin,Vin blanc,
14093851,Vin,Vin blanc,
14061091,Vin,Vin rouge,
13798947,Vin,Vin rouge,
13471274,Vin,Vin rouge,
12455467,Vin,Vin rouge,
13766187,Champagne et mousseux,Champagne,
13340215,Vin,Vin rouge,
13798971,Vin,Vin blanc,
12914248,Champagne et mousseux,Vin mousseux,
12979789,Cidre,Cidre mousseux,
10817111,Vin,Vin rosé,
13799000,Vin,Vin rouge,
11603544,Vin,Vin rouge,
13766232,Spiritueux,Rhum,Rhum brun
13602406,Vin,Vin blanc,
14093931,Vin,Vin rouge,
69229,Spiritueux,Liqueur et Crème,Liqueur de fruit
10653291,Champagne et mousseux,Champagne rosé,
14126704,Bière,Bière blonde,Bière ale
13799026,Vin,Vin rouge,
11898485,Vin,Vin rouge,
10456693,Porto et vin fortifié,Porto,Vintage
13799034,Vin,Vin rouge,
13766267,Champagne et mousseux,Vin mousseux,
13897339,Vin,Vin rouge,
11472513,Vin,Vin rouge,
13471362,Vin,Vin rouge,
12258949,Vin,Vin blanc,
13110920,Vin,Vin rouge,
10456714,Porto et vin fortifié,Porto,Vintage
13471371,Vin,Vin rouge,
13799051,Vin,Vin rouge,
13504144,Spiritueux,Rhum,Rhum noir
13209233,Vin,Vin rouge,
14683800,Spiritueux,Scotch et whisky,Whisky canadien
12258973,Vin,Vin blanc,
11669148,Vin,Vin rouge,
13766304,Champagne et mousseux,Champagne,
14159522,Vin,Vin rouge,
10653347,Champagne et mousseux,Champagne,
11669156,Vin,Vin blanc,
12979877,Vin,Vin rouge,
11177637,Vin de dessert,,
13766312,Vin,Vin rouge,
14552746,Apéritif,Apéritif à base de gentiane,
11669164,Vin,Vin rouge,
134833,Vin,Vin rouge,
14552754,Champagne et mousseux,Vin mousseux,
12848826,Vin,Vin rouge,
429761,Vin,Vin rouge,
12455619,Vin,Vin blanc,
10653380,Champagne et mousseux,Vin mousseux,
11472581,Vin,Vin rouge,
12783305,Vin,Vin blanc,
13831882,Vin,Vin blanc,
13897419,Vin,Vin rouge,
13012684,Vin,Vin rouge,
10555085,Vin,Vin rouge,
13799122,Vin,Vin rouge,
14094044,Vin,Vin blanc,
855775,Vin de dessert,Sauternes,
13766380,Vin,Vin rouge,
13799149,Vin,Vin rouge,
13831920,Vin,Vin blanc,
13733617,Vin,Vin blanc,
11374323,Vin,Vin rouge,
12259061,Vin,Vin rouge,
14290678,Vin,Vin blanc,
11636469,Vin de dessert,,
13143801,Spiritueux,Cognac et brandy,Cognac V.S.
11865851,Vin,Vin blanc,
14094079,Vin,Vin blanc,
888578,Vin,Vin rouge,
12717826,Vin,Vin rouge,
12979973,Vin,Vin rouge,
14094087,Vin,Vin blanc,
13963017,Vin,Vin rouge,
13733641,Vin,Vin rouge,
12914441,Spiritueux,Scotch et whisky,Scotch blended
14126860,Spiritueux,Gin,Dry gin
11767565,Porto et vin fortifié,,
12357390,Vin de dessert,Vin de glace,
14094095,Vin,Vin blanc,
13733650,Vin,Vin rouge,
10850068,Vin de dessert,,
11374358,Vin,Vin rouge,
626457,Porto et vin fortifié,Porto,Tawny - 20 ans
13471514,Vin,Vin rouge,
14094108,Vin,Vin blanc,
13111068,Vin,Vin rouge,
11931425,Vin,Vin blanc,
13471522,Vin,Vin blanc,
14094116,Vin,Vin blanc,
13733668,Vin,Vin rouge,
12259108,Saké,Saké Junmai,
11374374,Vin,Vin rouge,
14421800,Spiritueux,Gin,Dry gin aromatisé
13471531,Vin,Vin rouge,
14094124,Vin,Vin blanc,
13733676,Vin,Vin rouge,
626481,Vin,Vin blanc,
13897523,Vin,Vin rouge,
14094132,Vin,Vin blanc,
13733684,Vin,Vin rouge,
14028602,Vin,Vin rouge,
13733692,Vin,Vin rouge,
102210,Vin,Vin rouge,
12717893,Porto et vin fortifié,Vermouth,Vermouth blanc
13471557,Vin,Vin blanc,
626507,Vin,Vin rouge,
12455758,Vin,Vin rouge,
13471565,Vin,Vin blanc,
14094167,Vin,Vin rouge,
13832025,Vin,Vin rouge,
13733721,Vin,Vin rouge,
14094191,Vin,Vin rouge,
397174,Vin,Vin rouge,
14094204,Vin,Vin rouge,
13733764,Vin,Vin rouge,
14061445,Vin,Vin rouge,
14094212,Vin,Vin rouge,
11865991,Porto et vin fortifié,Porto,Vintage
14126991,Spiritueux,Scotch et whisky,Scotch single malt
10489743,Vin,Vin rouge,
13504401,Spiritueux,Cognac et brandy,Brandy
10358671,Vin,Vin rouge,
13832084,Vin,Vin blanc,
11341716,Vin,Vin rouge,
12488605,Vin,Vin rouge,
14061470,Vin,Vin rouge,
12783524,Vin,Vin blanc,
14028709,Spiritueux,Liqueur et Crème,Liqueur amère
13832105,Vin,Vin rouge,
13832113,Vin,Vin rouge,
13504435,Spiritueux,Cognac et brandy,Brandy
12521401,Vin,Vin rosé,
13111228,Vin,Vin blanc,
11341759,Vin,Vin rouge,
13111236,Champagne et mousseux,Champagne,
13406149,Spiritueux,Liqueur et Crème,Liqueur de fruit
856005,Vin,Vin rouge,
10817479,Vin,Vin rouge,
14028750,Vin,Vin rouge,
13733844,Vin,Vin rouge,
10817495,Spiritueux,Scotch et whisky,Scotch single malt
13733852,Vin,Vin rouge,
14421981,Vin,Vin blanc,
10325984,Vin,Vin rouge,
4069,Vin,Vin rouge,
856039,Vin,Vin rouge,
14159856,Vin,Vin blanc,
12521461,Vin,Vin rosé,
12881909,Vin,Vin blanc,
12587005,Spiritueux,Rhum,Rhum épicé
11309054,Vin,Vin rouge,
14159872,Vin,Vin blanc,
13406211,Vin,Vin blanc,
856070,Vin,Vin rouge,
14028830,Vin,Vin rouge,
13144097,Spiritueux,Cognac et brandy,Cognac V.S.
14127141,Spiritueux,Alcool,
14159910,Vin,Vin blanc,
13668392,Vin,Vin rouge,
12521516,Vin,Vin rouge,
13504558,Vin,Vin blanc,
11440175,Vin,Vin rouge,
11276336,Bière,Bière blonde,Bière lager
12914740,Vin,Vin blanc,
11833411,Vin,Vin blanc,
12030021,Apéritif,Vin apéritif,
13668430,Bière,Bière blanche,Bière ale
11964497,Vin,Vin rouge,
12095570,Vin,Vin rouge,
14291030,Vin,Vin rouge,
13504603,Vin,Vin blanc,
12882012,Spiritueux,Téquila,
13602916,Spiritueux,Rhum,Rhum doré
12882021,Vin,Vin rouge,
14028901,Vin,Vin rouge,
13602924,Champagne et mousseux,Vin mousseux,
14323821,Vin,Vin rouge,
13668464,Vin,Vin blanc,
13406325,Vin,Vin rouge,
13602941,Vin,Vin rosé,
12587136,Vin,Vin blanc,
14323847,Vin,Vin blanc,
14028944,Spiritueux,Scotch et whisky,
14028952,Spiritueux,Scotch et whisky,
12193946,Vin,Vin rouge,
13963421,Vin,Vin rosé,
12914846,Vin,Vin rouge,
14323871,Vin,Vin rouge,
13111455,Vin,Vin blanc,
14028961,Spiritueux,Scotch et whisky,
13668510,Vin,Vin rouge,
561316,Vin,Vin blanc,
13734054,Vin,Vin rouge,
13373607,Vin de dessert,Sauternes,
12521639,Vin,Vin rosé,
12161194,Vin,Vin rouge,
13734071,Vin,Vin rouge,
14323898,Vin,Vin rouge,
12521663,Vin,Vin rosé,
14028995,Vin,Vin rouge,
12095684,Vin,Vin rouge,
14127301,Spiritueux,Rhum,Rhum ambré
13963463,Vin,Vin rosé,
13668552,Vin,Vin rouge,
14094538,Vin,Vin rouge,
14029007,Spiritueux,Gin,Dry gin
12456144,Vin,Vin rouge,
13734097,Vin,Vin rouge,
13734100,Vin,Vin rouge,
11440343,Poiré,Poiré de glace,
14029023,Spiritueux,Vodka,Vodka
12030178,Cidre,Cidre mousseux,
14160099,Spiritueux,Cognac et brandy,Brandy
14094571,Vin,Vin rouge,
13144302,Spiritueux,Scotch et whisky,Scotch single malt
12456179,Vin,Vin blanc,
13111543,Vin,Vin rouge,
12161274,Vin,Vin rouge,
13734142,Vin,Vin rouge,
13111551,Vin,Vin rouge,
10850560,Cidre,Cidre mousseux,
14029058,Vin,Vin rouge,
14094597,Vin,Vin rouge,
14422280,Vin,Vin rouge,
14323978,Vin,Vin rouge,
14160144,Spiritueux,Cognac et brandy,Calvados
13963535,Vin,Vin rosé,
14422301,Spiritueux,Scotch et whisky,Whiskey irlandais
11964702,Vin,Vin rouge,
11604256,Article non alcoolisé,Accessoires,
13439266,Bière,Bière rosée,Bière spontanée
14029091,Spiritueux,Scotch et whisky,Whiskey américain
12783911,Spiritueux,Téquila,
13996329,Vin,Vin rouge,
14094634,Vin,Vin rouge,
11604264,Article non alcoolisé,Accessoires,
11440423,Cidre,Cidre mousseux,
14324014,Vin,Vin blanc,
11833649,Vin,Vin rouge,
13996337,Vin,Vin blanc,
13734193,Vin,Vin blanc,
14029111,Vin,Vin rouge,
10850615,Vin,Vin rosé,
14094651,Vin,Vin rouge,
14422335,Vin,Vin rouge,
13996353,Saké,Saké Fuutsu-shu,
14422343,Vin,Vin rouge,
13963594,Vin,Vin rosé,
12718415,Porto et vin fortifié,Macvin du Jura,
14422351,Vin,Vin blanc,
13013329,Vin,Vin blanc,
13963607,Vin,Vin rosé,
10785112,Vin,Vin rouge,
12882266,Spiritueux,Téquila,
13373797,Vin,Vin rouge,
14094693,Vin,Vin blanc,
14324073,Vin,Vin blanc,
14422378,Vin,Vin rouge,
13996396,Saké,Saké Junmai-ginjo,
14029162,Vin,Vin rouge,
12423529,Vin,Vin rouge,
11833711,Cidre,Cidre apéritif,
13144433,Spiritueux,Scotch et whisky,Scotch blended
14422386,Vin,Vin rouge,
11964788,Vin,Vin rouge,
14094714,Vin,Vin blanc,
13734273,Vin,Vin blanc,
14094722,Vin,Vin rouge,
14455170,Vin,Vin blanc,
11833737,Porto et vin fortifié,,
13373834,Vin,Vin rouge,
14160267,Spiritueux,Cognac et brandy,Cognac V.S.
14094731,Vin,Vin rouge,
13963658,Vin,Vin rosé,
14324111,Vin,Vin blanc,
14029197,Vin,Vin blanc,
12718482,Vin,Vin blanc,
14160275,Spiritueux,Cognac et brandy,Brandy
13144468,Spiritueux,Rhum,Rhum épicé
14029200,Vin,Vin rouge,
14619031,Bière,Bière blonde,Bière ale
14094749,Vin,Vin rouge,
12882338,Vin,Vin rouge,
14029226,Vin,Vin rouge,
13144492,Spiritueux,Gin,Dry gin
12587435,Vin,Vin rouge,
14651824,Champagne et mousseux,Vin mousseux rosé,
11899314,Cidre,Cidre mousseux,
12554676,Spiritueux,Liqueur et Crème,Boisson alcoolisée
14651832,Spiritueux,Rhum,Rhum épicé
14127547,Spiritueux,Alcool,
13734337,Vin,Vin rouge,
14619074,Vin,Vin rouge,
11833796,Vin de dessert,Vin de glace,
12489157,Vin,Vin blanc,
11506120,Vin,Vin blanc,
12718538,Vin,Vin rouge,
11866571,Spiritueux,Scotch et whisky,Scotch single malt
13144530,Spiritueux,Scotch et whisky,Scotch blended
10359252,Vin,Vin rouge,
37333,Spiritueux,Liqueur et Crème,Liqueur d'herbe
11899349,Porto et vin fortifié,,
13570521,Vin,Vin rouge,
10359261,Vin,Vin rouge,
430561,Vin de dessert,Vin de glace,
13570539,Spiritueux,Scotch et whisky,Whiskey irlandais
13963762,Vin,Vin rosé,
12456443,Vin,Vin rouge,
13963771,Vin,Vin rosé,
11997694,Spiritueux,Eau-de-vie,Grappa
13505032,Vin,Vin blanc,
13373965,Vin,Vin rouge,
13341197,Vin,Vin rouge,
13439506,Spiritueux,Vodka,Vodka
13898260,Vin,Vin blanc,
11997731,Spiritueux,Scotch et whisky,Scotch single malt
13898278,Vin,Vin rouge,
12456486,Vin,Vin rouge,
11997740,Spiritueux,Scotch et whisky,Scotch single malt
13898286,Vin,Vin rouge,
12456494,Vin,Vin rouge,
13931058,Vin,Vin rouge,
13963826,Vin,Vin rosé,
12292661,Vin,Vin rouge,
12358202,Cidre,Cidre apéritif,
13668923,Vin,Vin rouge,
14291515,Vin,Vin blanc,
13898307,Vin,Vin blanc,
11997766,Spiritueux,Liqueur et Crème,Boisson aux fruits
12784201,Spiritueux,Téquila,
13931082,Vin,Vin blanc,
13898315,Vin,Vin rouge,
12915275,Vin,Vin rouge,
10654286,Vin,Vin rouge,
11997774,Spiritueux,Liqueur et Crème,Crème
10523219,Vin,Vin blanc,
13439573,Spiritueux,Gin,Dry gin
10293847,Vin,Vin rouge,
13210197,Vin,Vin rouge,
13046358,Vin,Vin rouge,
856666,Vin,Vin rouge,
14094933,Vin,Vin rouge,
12358237,Champagne et mousseux,Vin mousseux,
13931103,Vin,Vin rouge,
13111906,Vin,Vin blanc,
13931111,Vin,Vin rouge,
14127731,Vin,Vin rouge,
12653172,Champagne et mousseux,Champagne rosé,
11571829,Vin,Vin rouge,
11637365,Vin,Vin rouge,
14422651,Vin,Vin rouge,
14520955,Vin,Vin blanc,
11637373,Vin,Vin rouge,
11506306,Vin,Vin rouge,
13341314,Vin,Vin blanc,
10916485,Vin,Vin rosé,
14094984,Vin,Vin blanc,
13931146,Vin,Vin rouge,
12817034,Vin,Vin rouge,
13144716,Spiritueux,Rhum,Rhum brun
14455436,Vin,Vin rouge,
12522130,Vin,Vin rosé,
14520980,Vin,Vin rouge,
14422677,Vin,Vin blanc,
12259992,Vin,Vin blanc,
11506331,Vin de dessert,Vin de glace,
13963931,Vin,Vin rosé,
12718749,Vin,Vin blanc,
12260002,Vin,Vin blanc,
14520998,Vin,Vin rouge,
12522156,Vin,Vin rosé,
12194480,Vin,Vin rouge,
14422706,Vin,Vin blanc,
13996724,Saké,Saké Ginjo,
14127803,Vin,Vin rouge,
14291646,Vin,Vin blanc,
14095039,Vin,Vin blanc,
13931200,Vin,Vin blanc,
11637445,Vin,Vin rouge,
12260037,Vin,Vin rouge,
14095047,Vin,Vin blanc,
13341381,Champagne et mousseux,Champagne,
14127820,Vin,Vin rouge,
13931218,Vin,Vin rouge,
13734610,Spiritueux,Eau-de-vie,Eau-de-vie de raisin
11506390,Vin,Vin blanc,
12522201,Vin,Vin rosé,
10752732,Vin,Vin rouge,
496349,Vin,Vin blanc,
13013724,Spiritueux,Cognac et brandy,Cognac X.O.
12980958,Champagne et mousseux,Vin mousseux,
13013732,Spiritueux,Cognac et brandy,Cognac X.O.
13603556,Champagne et mousseux,Vin mousseux,
14127846,Vin,Vin rouge,
11113191,Bière,Bière blonde,Bière lager
13996783,Saké,Saké Junmai-ginjo,
13603572,Bière,Bière blonde,Bière ale
14521077,Vin,Vin blanc,
13964028,Vin,Vin rosé,
12423932,Vin,Vin blanc,
11965182,Vin,Vin blanc,
13013759,Spiritueux,Cognac et brandy,Cognac X.O.
14127871,Vin,Vin rouge,
12522244,Vin,Vin blanc,
12915460,Vin,Vin blanc,
14521093,Vin,Vin blanc,
10752775,Vin,Vin rouge,
13996804,Vin,Vin rouge,
13996812,Vin,Vin blanc,
10752783,Vin,Vin rouge,
12456726,Vin,Vin blanc,
13013783,Vin,Vin rouge,
13734679,Spiritueux,Eau-de-vie,Eau-de-vie de marc
13603610,Vin,Vin blanc,
13964061,Vin,Vin rosé,
14291751,Vin,Vin rouge,
14127918,Vin,Vin rouge,
14357300,Vin,Vin rouge,
14160700,Vin,Vin rouge,
14291777,Vin,Vin rouge,
14652229,Vin,Vin rosé,
13996871,Vin,Vin blanc,
12260168,Spiritueux,Rhum,Rhum blanc
10392394,Vin,Vin blanc,
13341525,Spiritueux,Scotch et whisky,Scotch blended
14160726,Vin,Vin blanc,
10752855,Vin,Vin rouge,
13210453,Vin,Vin rouge,
13341533,Spiritueux,Scotch et whisky,Scotch blended
12129119,Vin,Vin blanc,
14652253,Vin de dessert,Sauternes,
13964132,Vin,Vin rosé,
13996901,Vin,Vin blanc,
14160742,Vin,Vin blanc,
13112167,Vin,Vin rouge,
11506541,Vin de dessert,,
14652270,Vin,Vin rouge,
13505391,Champagne et mousseux,Champagne,
14422896,Champagne et mousseux,Vin mousseux,
14357369,Vin,Vin blanc,
10457979,Spiritueux,Scotch et whisky,Whisky canadien
14652288,Vin,Vin rouge,
13833108,Spiritueux,Scotch et whisky,Scotch single malt
13964183,Vin,Vin rosé,
12260248,Spiritueux,Gin,Dry gin
14160793,Vin,Vin blanc,
12817309,Vin,Vin rouge,
14422941,Spiritueux,Liqueur et Crème,Liqueur de menthe
13734812,Vin,Vin rouge,
299933,Spiritueux,Eau-de-vie,Kirsh
12391328,Vin,Vin rouge,
12784551,Spiritueux,Téquila,Téquila dorée
12882856,Vin,Vin rouge,
14029736,Vin,Vin rouge,
12260264,Spiritueux,Rhum,Rhum brun
10359720,Spiritueux,Cognac et brandy,Brandy
12882864,Vin,Vin rouge,
13570993,Champagne et mousseux,Vin mousseux,
14521270,Vin,Vin rouge,
14422968,Vin,Vin blanc,
12260281,Vin,Vin blanc,
12456890,Vin,Vin rouge,
13276090,Vin,Vin rouge,
13571005,Vin,Vin rouge,
11375561,Vin,Vin rouge,
12719055,Spiritueux,Liqueur et Crème,Liqueur de fruit
13669336,Champagne et mousseux,Champagne rosé,
13210584,Vin,Vin blanc,
13833191,Spiritueux,Scotch et whisky,Scotch single grain
13276137,Vin,Vin rouge,
14160873,Vin,Vin blanc,
11375596,Vin,Vin rouge,
14488553,Vin,Vin blanc,
12817392,Vin,Vin rouge,
13276145,Vin,Vin rouge,
14062579,Vin,Vin rouge,
13964280,Vin,Vin rosé,
13571064,Vin,Vin blanc,
14160890,Vin,Vin rouge,
14062587,Vin,Vin blanc,
12030346,Vin,Vin blanc,
13210621,Vin,Vin blanc,
14095362,Vin,Vin blanc,
12817413,Vin,Vin rouge,
13341701,Apéritif,Apéritif à base de gentiane,
14095371,Vin,Vin rouge,
12882961,Vin,Vin rouge,
11113490,Bière,Bière blonde,Bière ale
13571101,Bière,Bière ambrée,Bière ale
14062624,Vin,Vin rouge,
14095397,Spiritueux,Scotch et whisky,Whisky canadien
14095400,Spiritueux,Scotch et whisky,Whiskey américain
14160937,Vin,Vin rouge,
889899,Vin,Vin rouge,
10654770,Champagne et mousseux,Champagne,
12981301,Vin,Vin blanc,
365627,Spiritueux,Liqueur et Crème,Liqueur de fruit
12784703,Vin,Vin rouge,
11375684,Vin,Vin rouge,
12653640,Champagne et mousseux,Vin mousseux,
14095434,Vin,Vin blanc,
10654796,Champagne et mousseux,Champagne,
12588112,Vin,Vin rouge,
12391512,Vin,Vin rouge,
13571161,Vin,Vin rouge,
12719194,Porto et vin fortifié,Vermouth,Vermouth blanc
14128216,Vin,Vin blanc,
13374562,Champagne et mousseux,Vin mousseux,
14521448,Vin,Vin rouge,
13112431,Vin,Vin rouge,
12719223,Champagne et mousseux,Champagne,
14521464,Vin,Vin rouge,
12260475,Spiritueux,Vodka,Vodka aromatisée
14062721,Vin,Vin blanc,
13374597,Champagne et mousseux,Vin mousseux rosé,
14095493,Spiritueux,Liqueur et Crème,Liqueur
14161032,Vin,Vin rouge,
14259339,Spiritueux,Rhum,Rhum brun
14128267,Vin,Vin rouge,
11211920,Vin,Vin rouge,
14062739,Vin,Vin rouge,
12457112,Vin,Vin rouge,
13603994,Vin,Vin rouge,
14095514,Vin,Vin blanc,
13014188,Vin,Vin rouge,
13178035,Bière,Bière blonde,Bière ale
13014196,Porto et vin fortifié,Maury,
13112503,Vin,Vin rouge,
14030008,Champagne et mousseux,Vin mousseux,
10556601,Champagne et mousseux,Champagne,
12129469,Vin,Vin rouge,
11900098,Vin,Vin blanc,
14292163,Vin,Vin rouge,
14488772,Vin,Vin blanc,
12260547,Spiritueux,Gin,Dry gin
12784842,Vin,Vin blanc,
12555468,Spiritueux,Rhum,Rhum ambré
14062801,Vin,Vin rouge,
12784851,Vin,Vin rouge,
13374677,Apéritif,Mistelle de fruits,
13604057,Bière,Bière dorée,Bière ale
13374685,Vin,Vin rosé,
201954,Vin,Vin blanc,
14062819,Vin,Vin rouge,
12915945,Vin,Vin rouge,
14292201,Vin,Vin rouge,
10654956,Champagne et mousseux,Vin mousseux,
12162285,Vin,Vin rouge,
13571312,Vin,Vin blanc,
13604081,Vin,Vin blanc,
14095602,Vin,Vin rouge,
14062835,Champagne et mousseux,Vin mousseux,
10523892,Vin,Vin blanc,
11441400,Vin,Vin rouge,
12883200,Vin,Vin blanc,
12293381,Vin,Vin rouge,
14128401,Vin,Vin rouge,
13669651,Champagne et mousseux,Champagne rosé,
14226713,Vin,Vin blanc,
11801882,Vin,Vin rouge,
12555548,Spiritueux,Rhum,Rhum ambré
12719389,Vin,Vin rouge,
11998494,Vin,Vin rouge,
12784931,Vin,Vin blanc,
14292260,Bière,Bière blonde,Bière lager
14259494,Porto et vin fortifié,,
12752171,Vin,Vin rouge,
14161198,Vin,Vin rouge,
13669678,Vin,Vin blanc,
13047094,Vin,Vin rouge,
13210939,Vin,Vin rouge,
12752189,Vin,Vin rouge,
10392896,Vin,Vin rouge,
11801920,Vin,Vin rouge,
14161219,Vin,Vin rouge,
14292294,Vin,Vin rouge,
14488908,Vin,Vin blanc,
14325068,Vin,Vin rouge,
13997401,Vin,Vin blanc,
13866330,Vin de dessert,Sauternes,
13669723,Vin,Vin blanc,
12457307,Vin,Vin rouge,
13309277,Vin,Vin rouge,
14161243,Vin,Vin blanc,
12490078,Porto et vin fortifié,Porto,LBV
13210980,Vin,Vin rouge,
13309285,Vin,Vin rouge,
14161260,Saké,Saké Honjozo,
12883314,Vin,Vin rouge,
13571443,Vin,Vin blanc,
14259574,Vin,Vin rouge,
10458488,Champagne et mousseux,Vin mousseux rouge,
562553,Spiritueux,Eau-de-vie,Kirsh
13866364,Spiritueux,Liqueur et Crème,Liqueur d'herbe
13309314,Vin,Vin rouge,
890244,Vin,Vin rouge,
14161294,Vin,Vin rouge,
13309331,Vin,Vin rouge,
13571478,Vin,Vin blanc,
12883357,Vin,Vin rouge,
12785061,Vin,Vin blanc,
13374888,Vin,Vin rouge,
14128566,Spiritueux,Scotch et whisky,Whiskey irlandais
10360261,Vin,Vin rouge,
14128582,Vin,Vin blanc,
13342157,Vin,Vin rouge,
10884559,Vin,Vin blanc,
13604305,Spiritueux,Gin,Dry gin aromatisé
13571540,Vin,Vin blanc,
13669846,Vin,Vin rouge,
10884567,Vin,Vin rouge,
14292446,Vin,Vin rouge,
10884575,Vin,Vin rouge,
14128611,Vin,Vin rouge,
366054,Vin,Vin blanc,
12719590,Spiritueux,Scotch et whisky,
13571574,Vin,Vin blanc,
13964790,Vin,Vin rouge,
11572733,Porto et vin fortifié,Porto,Tawny - 10 ans
857599,Vin,Vin rouge,
14161411,Vin,Vin rouge,
10884612,Vin,Vin rouge,
12883461,Champagne et mousseux,Vin mousseux,
366088,Bière,Bière rousse,Bière ale
10327568,Vin,Vin rouge,
14292497,Vin,Vin rouge,
12785175,Vin,Vin blanc,
12359192,Spiritueux,Scotch et whisky,Scotch blended
12523044,Vin,Vin rouge,
12555812,Vin,Vin blanc,
13112870,Vin,Vin blanc,
10884647,Vin,Vin rouge,
11572776,Vin,Vin rouge,
11769384,Spiritueux,Liqueur et Crème,Liqueur
11343404,Vin,Vin rouge,
13669934,Vin,Vin blanc,
10884655,Vin,Vin blanc,
13964853,Vin,Vin rouge,
13571638,Bière,Bière ambrée,Bière ale
10884663,Vin,Vin blanc,
14161462,Cidre,Cidre mousseux,
12424767,Vin,Vin rouge,
11572805,Vin,Vin blanc,
13571654,Vin,Vin rouge,
14063176,Vin,Vin rouge,
13440591,Vin,Vin blanc,
13440603,Vin,Vin blanc,
11572830,Champagne et mousseux,Champagne rosé,
13964896,Vin,Vin rouge,
12293728,Vin,Vin rouge,
857698,Vin,Vin rouge,
14063205,Vin,Vin rouge,
13604461,Vin,Vin blanc,
13407854,Spiritueux,Scotch et whisky,Scotch single malt
13014639,Vin,Vin rouge,
14063213,Vin,Vin rouge,
11015793,Vin,Vin blanc,
11572848,Vin,Vin rouge,
13571700,Bière,Bière blonde,Bière ale
14063221,Vin,Vin rouge,
13637238,Champagne et mousseux,Champagne,
13178490,Vin,Vin blanc,
14095995,Vin,Vin blanc,
13637254,Vin,Vin rouge,
13014663,Vin,Vin rouge,
13178502,Vin,Vin blanc,
13571726,Vin,Vin rouge,
10753680,Spiritueux,Eau-de-vie,Pisco
12555927,Vin,Vin rouge,
10884760,Vin,Vin rouge,
14063256,Vin,Vin rouge,
12883613,Vin,Vin rouge,
14063264,Vin,Vin rouge,
202408,Vin,Vin blanc,
13637289,Vin,Vin rouge,
10884778,Vin,Vin blanc,
13964976,Champagne et mousseux,Vin mousseux rosé,
14063281,Vin,Vin rouge,
14161585,Champagne et mousseux,Vin mousseux,
12555960,Spiritueux,Rhum,Rhum doré
11605689,Champagne et mousseux,Champagne,
12588737,Vin,Vin rouge,
13571785,Vin,Vin rouge,
14063310,Vin,Vin rouge,
13670097,Vin,Vin rouge,
464594,Vin,Vin blanc,
11212501,Vin,Vin rouge,
12916438,Vin,Vin rouge,
12883672,Vin,Vin rosé,
12031710,Vin,Vin rouge,
14292702,Vin,Vin blanc,
13670118,Vin,Vin rosé,
13244135,Vin,Vin rouge,
11605734,Vin,Vin blanc,
11605742,Vin,Vin blanc,
11638510,Spiritueux,Vodka,Vodka
13997815,Vin,Vin rouge,
13244151,Vin,Vin rouge,
14063352,Vin,Vin rouge,
14063361,Vin,Vin rouge,
14292745,Vin,Vin rouge,
14030606,Champagne et mousseux,Champagne,
13997840,Vin,Vin rouge,
13571857,Champagne et mousseux,Vin mousseux,
13440785,Vin,Vin blanc,
14063379,Vin,Vin rouge,
13801237,Vin,Vin rouge,
13965080,Spiritueux,Scotch et whisky,
11605785,Vin,Vin rouge,
13571873,Spiritueux,Liqueur et Crème,Liqueur
11015970,Vin,Vin rouge,
14030631,Vin,Vin rosé,
13014823,Vin,Vin rouge,
13637422,Vin,Vin rouge,
12687153,Vin,Vin rouge,
12818230,Vin,Vin rouge,
13014840,Vin,Vin rouge,
14227257,Vin,Vin blanc,
12687161,Vin,Vin rouge,
14063416,Vin,Vin rouge,
13047609,Vin,Vin blanc,
13965119,Spiritueux,Scotch et whisky,Scotch single malt
14063424,Vin,Vin rouge,
13047617,Vin,Vin blanc,
12293955,Vin,Vin rouge,
